Плагиат;Длина документа;Цитируемость;Документ
0;26444;77; Суханов Е.А. О Концепции развития законодательства о юридических лицах. Журнал российского права.  2010. № 1 (157).  С. 5-12
0;28801;77; Зернов В. Высшее образование как ресурс инновационного развития России. Высшее образование в России.  2008. № 1.  С. 12-22
12625;22047;77; Давыдова Н.Н. Сетевое взаимодействие школ, ориентированных на инновационное развитие. Народное образование.  2012. № 1.  С. 88-94
0;2516;77; Назаренко М.А., Петров В.А., Сидорин В.В. УПРАВЛЕНИЕ ОРГАНИЗАЦИОННОЙ КУЛЬТУРОЙ И ЭТИЧЕСКИЙ КОДЕКС ВУЗА. Успехи современного естествознания.  2013. № 4.  С. 171-172
0;5726;77; Скворцов А.В. Обзор алгоритмов построения триангуляции Делоне. Вычислительные методы и программирование: новые вычислительные технологии.  2002. Т. 3. № 1.  С. 14-39
379;3840;77; Датий А.В., Трубецкой В.Ф., Селиванов Б.С. ИНТЕРНЕТ-КОНФЕРЕНЦИЯ «ПРОФИЛАКТИКА СОЦИАЛЬНО ЗНАЧИМЫХ ЗАБОЛЕВАНИЙ В УЧРЕЖДЕНИЯХ УГОЛОВНО-ИСПОЛНИТЕЛЬНОЙ СИСТЕМЫ». Прикладная юридическая психология.  2012. № 2.  С. 151-152
0;42197;76; Клавдиенко В. Стимулирование инновационной активности: мировые тенденции и Россия. Общество и экономика.  2006. № 7-8.  С. 130-147
0;17927;76; Асаул Н.А. ИНСТИТУЦИОНАЛЬНЫЙ ПОДХОД К РАЗВИТИЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНОГО КОМПЛЕКСА. Экономическое возрождение России.  2005. № 1.  С. 37-43
0;37630;76; Байтин М.И., Петров Д.Е. Метод регулирования в системе права: виды и структура. Журнал российского права.  2006. № 2 (110).  С. 84-95
0;50430;76; Макаренко Б.И. Парламентские выборы 2003 г. как проявление кризиса партийной системы. Полис. Политические исследования.  2004. № 1.  С. 51-66
10744;67268;76; Минакир П.А., Демьяненко А.Н. Пространственная экономика: эволюция подходов и методология. Пространственная экономика.  2010. № 2.  С. 6-32
0;24871;76; Бельских И.Е. Факторы экономического роста: стратегия национального развития России. Национальные интересы: приоритеты и безопасность.  2011. № 30.  С. 15-20
0;20558;76; Рахманин Ю.А., Иванов С.И., Новиков С.М., Ревазова Ю.А., Русаков И.В. Актуальные проблемы комплексной гигиенической характеристики факторов городской среды и их воздействия на здоровье населения. Гигиена и санитария.  2007. № 5.  С. 5-7
0;11448;76; Крылатых Э.Н. АГРАРНЫЕ АСПЕКТЫ ПРИСОЕДИНЕНИЯ РОССИИ К ВТО. Экономика сельскохозяйственных и перерабатывающих предприятий.  2012. № 5.  С. 1-3
2070;15090;76; Сальников В.П., Сальников М.В., Романовская В.Б., Романовская Л.Р. НАЦИОНАЛЬНАЯ ИДЕЯ ИЛИ ПРАВОВОЕ ГОСУДАРСТВО ЧЕРЕЗ ПРИЗМУ НАЦИОНАЛЬНЫХ ИНТЕРЕСОВ. Правовое государство: теория и практика.  2015. Т. 3. № 41.  С. 16-22
551;16551;76; Добрецов Н.Л. КРУПНЕЙШИЕ МАГМАТИЧЕСКИЕ ПРОВИНЦИИ АЗИИ (250 МЛН ЛЕТ): СИБИРСКИЕ И ЭМЕЙШАНЬСКИЕ ТРАППЫ (ПЛАТОБАЗАЛЬТЫ) И АССОЦИИРУЮЩИЕ ГРАНИТОИДЫ. Геология и геофизика.  2005. Т. 46. № 9.  С. 870-890
0;62899;76; Мау В. Экономика и политика в 2011 году: глобальный кризис и поиск новой модели роста. Вопросы экономики.  2012. № 2.  С. 4-26
0;29149;76; Кармин А.С. Философия культуры в информационном обществе: проблемы и перспективы. Вопросы философии.  2006. № 2.  С. 52-60
7961;100514;76; Волков Д.Л. Показатели результатов деятельности: использование в управлении стоимостью компании. Российский журнал менеджмента.  2005. Т. 3. № 2.  С. 3-42
1101;37194;76; Сырцова А., Соколова Е.Т., Митина О.В. АДАПТАЦИЯ ОПРОСНИКА ВРЕМЕННОЙ ПЕРСПЕКТИВЫ ЛИЧНОСТИ Ф. ЗИМБАРДО. Психологический журнал.  2008. Т. 29. № 3.  С. 101-109
0;59695;76; Даймонд Л. ПРОШЛА ЛИ ТРЕТЬЯ ВОЛНА ДЕМОКРАТИЗАЦИИ?. Полис. Политические исследования.  1999. № 1.  С. 10-25
0;40811;76; Прайд В., Медведев Д.А. Феномен NBIC-конвергенции. Реальность и ожидания. Философские науки.  2008. № 1.  С. 97-116
0;21699;76; Путило Н.В. Публичные услуги: между доктринальным пониманием и практикой нормативного закрепления. Журнал российского права.  2007. № 6 (126).  С. 3-10
0;44388;76; Петров М.А. ТЕОРИЯ ЗАИНТЕРЕСОВАННЫХ СТОРОН: ПУТИ ПРАКТИЧЕСКОГО ПРИМЕНЕНИЯ. Вестник Санкт-Петербургского университета. Серия 8. Менеджмент.  2004. № 2.  С. 51-67
12391;49147;76; Сальников В.П. Образование в свете проблем глобализации, кризиса демократии, международного терроризма. Вестник Санкт-Петербургского университета МВД России.  2006. № 2.  С. 16-25
0;28945;76; Колесникова И.А. Воспитание к духовности и нравственности в эпоху глобальных перемен. Педагогика.  2008. № 9.  С. 25-33
0;45803;76; Хоружий С.С. Проблема Постчеловека, или трансформативная антропология глазами синергийной антропологии. Философские науки.  2008. № 2.  С. 10-31
0;22056;76; Иванова Е.О., Осмоловская И.М., Шалыгина И.В. Содержание образования: культурологический подход. Педагогика.  2005. № 1.  С. 13-19
1649;8939;76; Рассказова Е.И., Гордеева Т.О. Копинг-стратегии в психологии стресса: подходы, методы и перспективы исследований. Психологические исследования: электронный научный журнал.  2011. № 3 (17).  С. 4
0;2460;76; Шинкин В.Н., Барыков А.М. СИЛА ДАВЛЕНИЯ ПУАНСОНА ТРУБОФОРМОВОЧНОГО ПРЕССА SMS MEER ПРИ ИЗГИБЕ ЧАСТИЧНО ИЗОГНУТОЙ ТОЛСТОЙ СТАЛЬНОЙ ЗАГОТОВКИ. Актуальные проблемы гуманитарных и естественных наук.  2015. № 8-1.  С. 78-83
0;3182;76; Крылов М.П. РЕГИОНАЛЬНАЯ ИДЕНТИЧНОСТЬ В ИСТОРИЧЕСКОМ ЯДРЕ ЕВРОПЕЙСКОЙ РОССИИ. Социологические исследования.  2005. № 3.  С. 13-23
0;2295;76; Духнина Л.С., Лысенко Е.И., Назаренко М.А. ОСНОВНЫЕ ПРИНЦИПЫ СОЦИАЛЬНОГО ПАРТНЕРСТВА В СФЕРЕ ТРУДА И ДОВЕРИЕ К НИМ СО СТОРОНЫ РАБОТАЮЩЕЙ МОЛОДЕЖИ. Международный журнал экспериментального образования.  2013. № 4-2.  С. 174-175
2474;24414;76; Давыдова Н.Н. ОРГАНИЗАЦИОННО-УПРАВЛЕНЧЕСКАЯ МОДЕЛЬ ВЗАИМОДЕЙСТВИЯ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ КАК ФАКТОР ИННОВАЦИОННОГО РАЗВИТИЯ РЕГИОНАЛЬНОГО ОБРАЗОВАНИЯ. Образование и наука.  2010. № 8.  С. 32-41
308;7114;76; Курбанов Р.А. Структура энергетического сектора и вопросы международно-правового регулирования энергетики Североамериканских государств. Международное право.  2013. № 4.  С. 201-228
399;12750;75; Абакумов Р.Г. МЕТОДИЧЕСКИЙ ИНСТРУМЕНТАРИЙ ЭКОНОМИЧЕСКОГО ОБОСНОВАНИЯ ВЫБОРА МЕТОДА ВОСПРОИЗВОДСТВА ОСНОВНЫХ СРЕДСТВ ОРГАНИЗАЦИИ. Вестник Белгородского государственного технологического университета им. В.Г. Шухова.  2012. № 4.  С. 126-130
6302;38308;75; Третьяков Ю.Д. ПРОБЛЕМА РАЗВИТИЯ НАНОТЕХНОЛОГИЙ В РОССИИ И ЗА РУБЕЖОМ. Вестник Российской академии наук.  2007. Т. 77. № 1.  С. 3-10
0;12815;75; Таранова И.В. Теории разделения труда и размещения производительных сил в системе научного обеспечения специализации сельского хозяйства. Бизнес в законе. Экономико-юридический журнал.  2009. № 4.  С. 238-240
1310;15808;75; Бабешко В.А., Евдокимова О.В., Бабешко О.М. ДИФФЕРЕНЦИАЛЬНЫЙ МЕТОД ФАКТОРИЗАЦИИ В БЛОЧНЫХ СТРУКТУРАХ И НАНОСТРУКТУРАХ. Доклады Академии наук.  2007. Т. 415. № 5.  С. 596-599
0;31612;75; Ушачев И.Г. РАЗВИТИЕ АГРОПРОДОВОЛЬСТВЕННОГО СЕКТОРА: ОСНОВНЫЕ НАПРАВЛЕНИЯ И ПРОБЛЕМЫ. Экономика сельскохозяйственных и перерабатывающих предприятий.  2006. № 6.  С. 6-11
2670;51970;75; Громова А.Ю., Симбирцев А.С. Полиморфизм генов семейства IL-1 человека. Цитокины и воспаление.  2005. Т. 4. № 2.  С. 1-12
0;49819;75; Дубовцев В.А., Розов Н.С. ПРИРОДА РУССКОЙ ВЛАСТИ: ОТ МЕТАФОР - К КОНЦЕПЦИИ. Полис. Политические исследования.  2007. № 3.  С. 8-23
0;30260;75; Бакланов И.С., Душина Т.В., Микеева О.А. ЧЕЛОВЕК ЭТНИЧЕСКИЙ: ПРОБЛЕМА ЭТНИЧЕСКОЙ ИДЕНТИЧНОСТИ. Вопросы социальной теории.  2010. Т. 4.  С. 396-408
0;177851;75; Вебер X.Э., Моравец Я., Терийя Ж.П. Международный кодекс фитосоциологической номенклатуры. 3-е издание (Перевод И. Б. Кучерова, редактор перевода А. И. Соломещ). Растительность России.  2005. № 7.  С. 3-38
0;14016;75; Арутюнов А.В. НАКРЫВАЮЩИЕ ОТОБРАЖЕНИЯ В МЕТРИЧЕСКИХ ПРОСТРАНСТВАХ И НЕПОДВИЖНЫЕ ТОЧКИ. Доклады Академии наук.  2007. Т. 416. № 2.  С. 151-155
0;97285;75; Иванов В.А., Куркин В.И., Носов В.Е., Урядов В.П., Шумаев В.В. ЛЧМ-ионозонд и его применение в ионосферных исследованиях. Известия высших учебных заведений. Радиофизика.  2003. Т. 46. № 11.  С. 919-952
0;40991;75; Баранов А.А., Богомильский М.Р., Волков И.К., Геппе Н.А., Козлов Р.С., Козлова Л.В., Коровина Н.А., Манеров Ф.К., Мизерницкий Ю.Л., Намазова Л.С., Насонова В.А., Самсыгина Г.А., Сергеева Т.В., Спичак Т.В., Таточенко В.К., Якушин С.Б. Применение антибиотиков у детей в амбулаторной практике. Практические рекомендации. Под редакцией Баранова А.А., Страчунского Л.С. Клиническая микробиология и антимикробная химиотерапия.  2007. Т. 9. № 3.  С. 200-210
0;24098;75; Давыдов М.И., Полоцкий Б.Е., Жураев Э.Э., Богуш Т.А., Лактионов К.К., Ахмедов6 Б.Б., Аллахвердиев А.К. ОСОБЕННОСТИ КЛИНИЧЕСКОГО ТЕЧЕНИЯ И ПРОГНОЗА ПЕРИФЕРИЧЕСКОГО РАКА ЛЕГКОГО У ЖЕНЩИН. Вестник РОНЦ им. Н. Н. Блохина РАМН.  2011. Т. 22. № 3.  С. 47-54
0;16198;75; Шпаков А.С. Основные направления развития и научное обеспечение полевого кормопроизводства в современных условиях. Кормопроизводство.  2007. № 5.  С. 8-11
0;12641;75; Датий А.В., Ковачев О.В., Федосеев А.А. Характеристика ВИЧ-ИНФИЦИРОВАННЫХ осуждённых женщин В КОЛОНИЯХ ОБЩЕГО РЕЖИМА. Вестник Кузбасского института.  2014. № 3 (20).  С. 66-74
0;42930;75; Ледяев В.Г. ВЛАСТЬ: КОНЦЕПТУАЛЬНЫЙ АНАЛИЗ. Полис. Политические исследования.  2000. № 1.  С. 97-107
2423;49791;75; Мау В.А., Улюкаев А.В. Глобальный кризис и тенденции экономического развития. Вопросы экономики.  2014. № 11.  С. 4-24
0;7567;75; Буйносов А.П., Шепелева И.О. МОДЕЛИРОВАНИЕ УПРОЧНЕНИЯ СТАЛИ БАНДАЖЕЙ ПРИ ТЕРМООБРАБОТКЕ КОЛЕСНЫХ ПАР ЭЛЕКТРОВОЗОВ. Научно-технический вестник Поволжья.  2015. № 2.  С. 86-89
0;9666;75; Клычова Г.С., Фахретдинова Э.Н. ОСОБЕННОСТИ ФОРМИРОВАНИЯ УЧЕТНОЙ ИНФОРМАЦИИ НА ПРЕДПРИЯТИЯХ МАЛОГО И СРЕДНЕГО БИЗНЕСА В АГРАРНОМ СЕКТОРЕ. Вестник Казанского государственного аграрного университета.  2009. Т. 4. № 4 (14).  С. 44-46
0;9037;75; Подколзин А.И., Есаулко А.Н., Подколзин О.А., Лошаков А.В., Шевченко Д.А., Письменная Е.В., Стукало В.А., Хасай Н.Ю., Римша В.Г., Лопатин С.И., Жихарева М.С., Татаринцева А.А., Ткаченко С.С., Перов А.Ю., Кипа Л.В. РЕГИОНАЛЬНАЯ СИСТЕМА СОВЕРШЕНСТВОВАНИЯ УПРАВЛЕНИЯ ЗЕМЕЛЬНЫМИ РЕСУРСАМИ ПОСРЕДСТВОМ ПАСПОРТИЗАЦИИ ПОЧВ. Вестник АПК Ставрополья.  2011. № 1 (1).  С. 15-18
487;6674;75; Атанов И.В., Капустин И.В., Данилов М.В. САМОСТОЯТЕЛЬНАЯ РАБОТА СТУДЕНТОВ - ВАЖНЕЙШАЯ СОСТАВЛЯЮЩАЯ УЧЕБНОГО ПРОЦЕССА. Вестник АПК Ставрополья.  2012. № 1 (5).  С. 4-6
0;2059;75; Кельчевская Н.Р. Оценка экономической устойчивочти государственного вуза. Университетское управление: практика и анализ.  2002. № 4.  С. 5-23
0;2698;75; Гурбанов Р.А. Европейская судебная сеть и Евроюст как основные субъекты сотрудничества органов правосудия государств-членов ЕС в сфере уголовного правосудия. Международное право и международные организации.  2011. № 4.  С. 113-120
0;105032;74; Апресян Ю.Д. О Московской семантической школе. Вопросы языкознания.  2005. № 1.  С. 3-30
5749;35873;74; Бузгалин А., Колганов А. Мировой экономический кризис и сценарии посткризисного развития: марксистский анализ. Вопросы экономики.  2009. № 1.  С. 119-132
0;31549;74; Бондур B.Г., Килер Р.Н., Старченков С.А., Рыбакова Н.И. Мониторинг загрязнений прибрежных акваторий с использованием многоспектральных космических изображений высокого разрешения. Исследование Земли из космоса.  2006. № 6.  С. 42-49
0;102841;74; Кузнецов Ю.И. Физико-химические аспекты ингибирования коррозии металлов в водных растворах. Успехи химии.  2004. Т. 73. № 1.  С. 79-93
3908;41866;74; Капелюшников Р. СТРУКТУРА РОССИЙСКОЙ РАБОЧЕЙ СИЛЫ: ОСОБЕННОСТИ И ДИНАМИКА. Вопросы экономики.  2006. № 10.  С. 19-40
3135;10166;74; Авсеева О.В., Кравец О.Я., Соляник А.А. ОПТИМИЗАЦИЯ УПРАВЛЕНИЯ ПРОЦЕССОМ РАЗРАБОТКИ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ. Информационные технологии моделирования и управления.  2010. № 4 (63).  С. 511-517
0;24927;74; Цыкунов A.M. АЛГОРИТМЫ РОБАСТНОГО УПРАВЛЕНИЯ С КОМПЕНСАЦИЕЙ ОГРАНИЧЕННЫХ ВОЗМУЩЕНИЙ. Автоматика и телемеханика.  2007. № 7.  С. 103-115
0;32703;74; Шувалов И.И. Проблема эффективности правотворчества в свете современной политико-правовой теории управления обществом. Журнал российского права.  2005. № 4 (100).  С. 87-97
0;18777;74; Волков А.Е., Ливанов Д.В., Фурсенко А.А. Высшее образование: повестка 2008-2016. Инновационное образование и экономика.  2007. Т. 1. № 1-1.  С. 8-12
0;49064;74; Ильин М.В. РИТМЫ И МАСШТАБЫ ПЕРЕМЕН О понятиях процесс, изменение и развитие в политологии. Полис. Политические исследования.  1993. № 2.  С. 57-68
0;49060;74; Соловьев А.И. Коммуникация и культура: противоречия поля политики. Полис. Политические исследования.  2002. № 6.  С. 6-17
0;105748;74; Бронштейн Л.М., Сидоров С.Н., Валецкий П.М. Наноструктурированные полимерные системы как нанореакторы для формирования наночастиц. Успехи химии.  2004. Т. 73. № 5.  С. 542-558
532;18577;74; Ушачев И.Г. АПК в условиях кризиса: состояние, проблемы, пути выхода. АПК: Экономика, управление.  2009. № 5.  С. 8-14
0;18179;74; Борхунов Н. Региональные особенности государственной поддержки сельского хозяйства. АПК: Экономика, управление.  2005. № 5.  С. 47-54
0;19401;74; Козырева О.А. Некоторые особенности реализации моделей RP-технологии педагогического взаимодействия при изучении разделов педагогики. Омский научный вестник.  2007. № 4 (58).  С. 184-187
3549;42564;74; Сасаки М., Латов Ю., Ромашкина Г., Давыденко В. Доверие в современной России &lti&gt(компаративистский подход &lt/i&gtк «социальным добродетелям»). Вопросы экономики.  2010. № 2.  С. 83-102
0;140078;74; Лекторский В.А., Петренко В.Ф., Пружинин Б.И., Князева Е.Н., Розов М.А., Смирнова Н.М., Швырев В.С., Антоновский А.Ю., Улановский А.М., Фарман И.П., Черткова Е.Л. Конструктивизм в эпистемологии и науках о человеке (материалы круглого стола). Вопросы философии.  2008. № 3.  С. 3-37
0;17295;74; Абсатаров Р.А., Кравец О.Я., Поваляев А.Д. Оптимизация организационного управления распределенными системами. Системы управления и информационные технологии.  2004. Т. 14. № 2.  С. 24-28
0;74547;74; Хабриева Т.Я. Экономико-правовой анализ: методологический подход. Журнал российского права.  2010. № 12 (168).  С. 5-26
0;38981;74; Ланцов С.А. Российский исторический опыт в свете концепций политической модернизации. Полис. Политические исследования.  2001. № 3.  С. 93-102
0;120063;74; Семенцов Д.И., Шутый А.М. Нелинейная регулярная и стохастическая динамика намагниченности в тонкопленочных структурах. Успехи физических наук.  2007. Т. 177. № 8.  С. 831-857
0;13659;74; Датий А.В., Ганишина И.С. Характеристика больных наркоманией осуждённых женщин, обратившихся за психологической помощью. Вестник Кузбасского института.  2014. № 2 (19).  С. 68-76
126;2271;74; Козловская С.Н. Компетентностный подход к профессиональному самоопределению личности в университете. Ученые записки Российского государственного социального университета.  2011. № 1.  С. 113-117
0;5869;74; Щепин О.П., Медик В.А., Стародубов В.И. Изучение здоровья населения на современном этапе развития общества. Проблемы социальной гигиены, здравоохранения и истории медицины.  2005. № 5.  С. 3-6
0;2424;74; Лиханов В.А., Анфилатов А.А. Исследование применения метанола в дизеле на оптимальных установочных углах. Современная наука: актуальные проблемы и пути их решения.  2015. № 4 (17).  С. 42-44
0;2359;74; Дулин С.К., Розенберг И.Н. Об одном подходе к структурной согласованности геоданных. Мир транспорта.  2005. Т. 3. № 3 (11).  С. 16-29
0;8186;74; Датий А., Хохлов И. Проблема оказания противотуберкулезной помощи осужденным в учреждениях ФСИН России. Закон и право.  2006. № 11.  С. 23-24
0;5175;74; Лиханов В.А., Копчиков В.Н., Фоминых А.В. Влияние углов опережения подачи метанола и метилового эфира рапсового масла на образование оксидов азота в цилиндре дизеля. Транспорт на альтернативном топливе.  2015. № 3 (45).  С. 51-54
0;60537;74; Мау В. Российские экономические реформы глазами западных критиков. Вопросы экономики.  1999. № 11.  С. 4-23
0;52050;73; Журавлев А.Л. Социально-психологическая зрелость: обоснование понятия. Психологический журнал.  2007. Т. 28. № 2.  С. 44-54
0;15826;73; Кравец О.Я., Заславская О.Ю., Беляев Р.В. Информационное управление процессами многоуровневой индивидуализации обучения. Вестник Российского университета дружбы народов. Серия: Информатизация образования.  2010. № 1.  С. 72-80
0;27005;73; Боуш Г. Типологизация, идентификация и диагностика кластеров предприятий: новый методологический подход. Вопросы экономики.  2010. № 3.  С. 121-131
0;54126;73; Полищук Л. Нецелевое использование институтов: причины и следствия. Вопросы экономики.  2008. № 8.  С. 28-44
0;19780;73; Пчелинцев О.С., Любовный В.Я., Воякина А.Б. Регулирование воспроизводственного потенциала территории как основа региональной политики. Проблемы прогнозирования.  2000. № 5.  С. 62-68
0;12446;73; Гаман-Голутвина О.В. Российские партии на выборах: картель хватай-всех. Полис. Политические исследования.  2004. № 1.  С. 22-25
0;126035;73; Галкин А.А., Лунин В.В. Вода в суб- и сверхкритическом состояниях - универсальная среда для осуществления химических реакций. Успехи химии.  2005. Т. 74. № 1.  С. 24-40
10763;34875;73; Роженцев С.В., Числов А.И. ИНТЕРЕСЫ СУБЪЕКТОВ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА: МЕХАНИЗМ ПРАВОВОЙ ОХРАНЫ. Юридическая наука: история и современность.  2013. № 9.  С. 82-93
0;30565;73; Руденко В.Н. Новые Афины, или Электронная республика (О перспективах развития прямой демократии в современном обществе). Полис. Политические исследования.  2006. № 4.  С. 7-16
11603;20613;73; Клычова Г.С., Закирова А.Р. Развитие бухгалтерского учета в сельскохозяйственных организациях в условиях вступления в ВТО. Вопросы экономики и права.  2013. № 57.  С. 144-149
0;32517;73; Хуторской А.В. Соотношение деятельности и содержания образования. Школьные технологии.  2007. № 3.  С. 10-17
0;20697;73; Ардашкин В.Д. К теории правоохранительного механизма. Известия высших учебных заведений. Правоведение.  1988. № 1.  С. 11-16
7013;48639;73; Конюхова И.А. Структура Российской Федерации: современное состояние и перспективы совершенствования. Государство и право.  2007. № 2.  С. 37-45
0;35319;73; Красин Ю.А. Метаморфозы демократии в изменяющемся мире. Полис. Политические исследования.  2006. № 4.  С. 127-138
0;15502;73; Сидорин А.Я. Полуденный эффект во временных рядах землетрясений и сейсмического шума. Доклады Академии наук.  2005. Т. 402. № 6.  С. 822-827
0;26608;73; Курбанов Р.А. Евразийское право: процессы формирования. Государство и право.  2015. № 9.  С. 65-71
1272;23673;73; Насонов E.Л., Соловьев С.К. Перспективы применения моноклональных антител к В-лимфоцитам (ритуксимаб) при воспалительных ревматических заболеваниях. Научно-практическая ревматология.  2007. № 1.  С. 4-8
0;45400;73; Кузьмин А.С., Мелвин Н.Д., Нечаев В.Д. Региональные политические режимы в постсоветской России: опыт типологизации. Полис. Политические исследования.  2002. № 3.  С. 142-155
0;44983;73; Бондур В.Г., Журбас В.М., Гребенюк Ю.В. Математическое моделирование турбулентных струй глубинных стоков в прибрежные акватории. Океанология.  2006. Т. 46. № 6.  С. 805-820
0;53237;73; Нариньяни А.С. Между эволюцией и сверхвысокими технологиями: новый человек ближайшего будущего. Вопросы философии.  2008. № 4.  С. 3-17
0;29855;73; Гришин В.И. Пространственное развитие экономики инноваций и кадры. Федерализм.  2013. № 2.  С. 9-18
0;20611;73; Гапанович В.А., Розенберг И.Н. Основные направления развития интеллектуального железнодорожного транспорта. Железнодорожный транспорт.  2011. № 4.  С. 5-11
0;28946;73; Маев И.В., Самсонов А.А. Современные стандарты лечения кислотозависимых заболеваний, ассоциированных с H.pylori (материалы консенсуса Маастрихт-3). Гастроэнтерология. Приложение к журналу Consilium Medicum.  2006. № 1.  С. 3-8
2265;38133;73; Экимов А.И. АКСИОМА СООТНОШЕНИЯ СПРАВЕДЛИВОСТИ И ПРАВА: ТЕОРИЯ И РЕАЛЬНОСТЬ. Мир политики и социологии.  2015. № 1.  С. 13-23
0;38218;73; Алтухов А. Продовольственная безопасность как фактор социально-экономического развития страны. Экономист.  2008. № 5.  С. 33-44
0;3208;73; Шуркалин Б.К., Фаллер А.П., Горский В.А. Хирургические аспекты лечения распространенного перитонита. Хирургия. Журнал им. Н.И. Пирогова.  2007. № 2.  С. 24-28
0;4256;73; Шинкин В.Н. Дефект перегиба стальной заготовки на трубоформовочном прессе. Молодой ученый.  2015. № 17.  С. 318-323
0;4986;73; Датий А.В., Кузнецова А.С., Юсуфов Р.Ш., Трубецкой В.Ф., Ермолаева Т.В. ПРОБЛЕМЫ МЕДИКО-СОЦИАЛЬНОЙ АДАПТАЦИИ СТРАДАЮЩИХ СОЦИАЛЬНО ЗНАЧИМЫМИ ЗАБОЛЕВАНИЯМИ ЛИЦ, ОТБЫВАЮЩИХ НАКАЗАНИЯ И ОСВОБОЖДАЮЩИХСЯ ИЗ МЕСТ ЛИШЕНИЯ СВОБОДЫ. Российский медико-биологический вестник им. академика И.П. Павлова.  2010. № 2.  С. 150-153
521;3255;73; Майер Б.О., Наливайко Н.В. ОБ ОНТОЛОГИИ КАЧЕСТВА ОБРАЗОВАНИЯ В ОБЩЕСТВЕ ЗНАНИЯ. Философия образования.  2008. № 3.  С. 4-18
0;2163;73; Датий А.В., Казберов П.Н. Рецензия на словарь по пенитенциарной психологии «Преступление и наказание от А до Я» (под общей редакцией доктора психологических наук Д.В. Сочивко). Прикладная юридическая психология.  2010. № 3.  С. 193
380;2077;73; Авдонин Б.Н., Батьковский А.М., Мерзлякова А.П. Оптимизация программ инновационного развития предприятий радиопромышленности. Радиопромышленность.  2011. № 3.  С. 20-31
0;2597;73; Гумеров Р.Р. К разработке методолого-теоретических проблем исследования продовольственной безопасности России. Российский экономический журнал.  2003. № 7.  С. 9-26
3794;5729;73; Еськов В.М., Еськов В.В., Филатова О.Е., Хадарцев А.А. ОСОБЫЕ СВОЙСТВА БИОСИСТЕМ И ИХ МОДЕЛИРОВАНИЕ. Вестник новых медицинских технологий.  2011. Т. 18. № 3.  С. 331-332
0;5651;73; Шинкин В.Н. Критерий разрушения труб при дефекте раскатной пригар. Молодой ученый.  2015. № 16.  С. 261-267
2212;5037;73; Грудзинский А.О. Стратегическое управление университетом: от плана к инновационной миссии. Университетское управление: практика и анализ.  2004. № 1.  С. 9-20
0;129225;72; Тамбовцев В.Л. Стратегическая теория фирмы: состояние и возможное развитие. Российский журнал менеджмента.  2010. Т. 8. № 1.  С. 5-40
0;42223;72; Честнов И.Л. Правопонимание в эпоху постмодерна. Известия высших учебных заведений. Правоведение.  2002. № 2 (241).  С. 4-16
0;28116;72; Ушачев И. Агропродовольственный сектор: основные направления и проблемы. Экономист.  2006. № 5.  С. 86-93
0;12871;72; Кисляк О.А., Сторожаков Г.И., Петрова Е.В., Малышева Н.В., Верещагина Г.С., Касатова Т.Б., Царева О.Н. ФАКТОРЫ РИСКА СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ У ПОДРОСТКОВ С АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ. Педиатрия. Журнал им. Г.Н. Сперанского.  2003. Т. 82. № 2.  С. 16-20
2195;35030;72; Останин А.А., Леплина О.Ю., Тихонова М.А., Шевела Е.Я., Курганова Е.В., Стрельцова Е.И., Черных Е.Р. Цитокин-опосредованные механизмы развития системной иммуносупрессии у больных с гнойно-хирургической патологией. Цитокины и воспаление.  2002. Т. 1. № 1.  С. 38-45
0;33281;72; Лукьянова Е.А. Некоторые проблемы Конституции Российской Федерации. Конституционное и муниципальное право.  2007. № 15.  С. 4-10
0;49992;72; Баевский Р.М., Никулина Г.А. ХОЛТЕРОВСКОЕ МОНИТОРИРОВАНИЕ В КОСМИЧЕСКОЙ МЕДИЦИНЕ: АНАЛИЗ ВАРИАБЕЛЬНОСТИ СЕРДЕЧНОГО РИТМА. Вестник аритмологии.  2000. № 16.  С. 6-16
0;27925;72; Сысоев П.В. ЛИНГВИСТИЧЕСКИЙ КОРПУС В МЕТОДИКЕ ОБУЧЕНИЯ ИНОСТРАННЫМ ЯЗЫКАМ. Язык и культура.  2010. № 1.  С. 99-111
0;20011;72; Ворожбитова А.А. СОЧИНСКАЯ ЛИНГВОРИТОРИЧЕСКАЯ ШКОЛА: ПРОГРАММА И НЕКОТОРЫЕ ИТОГИ. Вестник Северного (Арктического) федерального университета. Серия: Гуманитарные и социальные науки.  2011. № 1.  С. 77-83
0;49878;72; Бодров В.А. Проблема преодоления стресса. Часть 3. Стратегии и стили преодоления стресса. Психологический журнал.  2006. Т. 27. № 3.  С. 106-116
0;42146;72; Судаков К.В. Индивидуальность эмоционального стресса. Журнал неврологии и психиатрии им. C.C. Корсакова.  2005. Т. 105. № 2.  С. 4-12
0;50877;72; Семененко И.С. Культурные факторы и механизмы формирования российской национально-цивилизационной идентичности на рубеже XXI в. Полис. Политические исследования.  2004. № 1.  С. 101-114
